"Notes","County","County Code","Year","Year Code","Underlying Cause of death","Underlying Cause of death Code","Multiple Cause of death","Multiple Cause of death Code",Deaths,Population,Crude Rate
,"Riverside County, CA","06065","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other opioids","T40.2",24,2473902,1.0
,"Riverside County, CA","06065","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",196,2473902,7.9
,"Riverside County, CA","06065","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",56,2473902,2.3
,"Riverside County, CA","06065","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",236,2473902,9.5
,"Riverside County, CA","06065","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Heroin","T40.1",27,2473902,1.1
,"Riverside County, CA","06065","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",27,2473902,1.1
,"Riverside County, CA","06065","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",317,2473902,12.8
,"Riverside County, CA","06065","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Cocaine","T40.5",28,2473902,1.1
,"Riverside County, CA","06065","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",54,2473902,2.2
,"Riverside County, CA","06065","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",313,2473902,12.7
,"Riverside County, CA","06065","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",393,2473902,15.9
,"Riverside County, CA","06065","2022","2022","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",14,2473902,Unreliable
,"Riverside County, CA","06065","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",181,2492442,7.3
,"Riverside County, CA","06065","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",183,2492442,7.3
,"Riverside County, CA","06065","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Heroin","T40.1",10,2492442,Unreliable
,"Riverside County, CA","06065","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other opioids","T40.2",12,2492442,Unreliable
,"Riverside County, CA","06065","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",172,2492442,6.9
,"Riverside County, CA","06065","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",57,2492442,2.3
,"Riverside County, CA","06065","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",215,2492442,8.6
,"Riverside County, CA","06065","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Heroin","T40.1",22,2492442,0.9
,"Riverside County, CA","06065","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",30,2492442,1.2
,"Riverside County, CA","06065","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",369,2492442,14.8
,"Riverside County, CA","06065","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Cocaine","T40.5",28,2492442,1.1
,"Riverside County, CA","06065","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",36,2492442,1.4
,"Riverside County, CA","06065","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",352,2492442,14.1
,"Riverside County, CA","06065","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",433,2492442,17.4
,"Riverside County, CA","06065","2023 ","2023","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",20,2492442,0.8
,"Sacramento County, CA","06067","2018","2018","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",93,1540975,6.0
,"Sacramento County, CA","06067","2018","2018","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",95,1540975,6.2
,"Sacramento County, CA","06067","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Heroin","T40.1",13,1540975,Unreliable
,"Sacramento County, CA","06067","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other opioids","T40.2",17,1540975,Unreliable
,"Sacramento County, CA","06067","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",14,1540975,Unreliable
,"Sacramento County, CA","06067","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",25,1540975,1.6
,"Sacramento County, CA","06067","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",62,1540975,4.0
,"Sacramento County, CA","06067","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",15,1540975,Unreliable
,"Sacramento County, CA","06067","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",66,1540975,4.3
,"Sacramento County, CA","06067","2018","2018","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",19,1540975,Unreliable
,"Sacramento County, CA","06067","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",122,1552058,7.9
,"Sacramento County, CA","06067","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",125,1552058,8.1
,"Sacramento County, CA","06067","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other opioids","T40.2",20,1552058,1.3
,"Sacramento County, CA","06067","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",24,1552058,1.5
,"Sacramento County, CA","06067","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",26,1552058,1.7
,"Sacramento County, CA","06067","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",68,1552058,4.4
,"Sacramento County, CA","06067","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Heroin","T40.1",22,1552058,1.4
,"Sacramento County, CA","06067","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",20,1552058,1.3
,"Sacramento County, CA","06067","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",14,1552058,Unreliable
,"Sacramento County, CA","06067","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",12,1552058,Unreliable
,"Sacramento County, CA","06067","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",47,1552058,3.0
,"Sacramento County, CA","06067","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",97,1552058,6.2
,"Sacramento County, CA","06067","2019","2019","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",12,1552058,Unreliable
,"Sacramento County, CA","06067","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",112,1559146,7.2
,"Sacramento County, CA","06067","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",114,1559146,7.3
,"Sacramento County, CA","06067","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Heroin","T40.1",13,1559146,Unreliable
,"Sacramento County, CA","06067","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other opioids","T40.2",12,1559146,Unreliable
,"Sacramento County, CA","06067","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",33,1559146,2.1
,"Sacramento County, CA","06067","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",24,1559146,1.5
,"Sacramento County, CA","06067","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",72,1559146,4.6
,"Sacramento County, CA","06067","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Heroin","T40.1",13,1559146,Unreliable
,"Sacramento County, CA","06067","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",17,1559146,Unreliable
,"Sacramento County, CA","06067","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",22,1559146,1.4
,"Sacramento County, CA","06067","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",13,1559146,Unreliable
,"Sacramento County, CA","06067","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",36,1559146,2.3
,"Sacramento County, CA","06067","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",77,1559146,4.9
,"Sacramento County, CA","06067","2020","2020","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",11,1559146,Unreliable
,"Sacramento County, CA","06067","2021","2021","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",143,1588921,9.0
,"Sacramento County, CA","06067","2021","2021","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",148,1588921,9.3
,"Sacramento County, CA","06067","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Heroin","T40.1",14,1588921,Unreliable
,"Sacramento County, CA","06067","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other opioids","T40.2",18,1588921,Unreliable
,"Sacramento County, CA","06067","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",65,1588921,4.1
,"Sacramento County, CA","06067","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",30,1588921,1.9
,"Sacramento County, CA","06067","2021","2021","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",103,1588921,6.5
,"Sacramento County, CA","06067","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Heroin","T40.1",20,1588921,1.3
,"Sacramento County, CA","06067","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",42,1588921,2.6
,"Sacramento County, CA","06067","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Methadone","T40.3",14,1588921,Unreliable
,"Sacramento County, CA","06067","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",88,1588921,5.5
,"Sacramento County, CA","06067","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Cocaine","T40.5",21,1588921,1.3
,"Sacramento County, CA","06067","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",31,1588921,2.0
,"Sacramento County, CA","06067","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",98,1588921,6.2
,"Sacramento County, CA","06067","2021","2021","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",214,1588921,13.5
,"Sacramento County, CA","06067","2021","2021","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",13,1588921,Unreliable
,"Sacramento County, CA","06067","2021","2021","Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent","Y14","Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent","Y14",10,1588921,Unreliable
,"Sacramento County, CA","06067","2022","2022","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",193,1584169,12.2
,"Sacramento County, CA","06067","2022","2022","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",195,1584169,12.3
,"Sacramento County, CA","06067","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other opioids","T40.2",13,1584169,Unreliable
,"Sacramento County, CA","06067","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",96,1584169,6.1
,"Sacramento County, CA","06067","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",39,1584169,2.5
,"Sacramento County, CA","06067","2022","2022","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",127,1584169,8.0
,"Sacramento County, CA","06067","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Heroin","T40.1",17,1584169,Unreliable
,"Sacramento County, CA","06067","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",20,1584169,1.3
,"Sacramento County, CA","06067","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Methadone","T40.3",11,1584169,Unreliable
,"Sacramento County, CA","06067","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",100,1584169,6.3
,"Sacramento County, CA","06067","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Cocaine","T40.5",13,1584169,Unreliable
,"Sacramento County, CA","06067","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",30,1584169,1.9
,"Sacramento County, CA","06067","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",97,1584169,6.1
,"Sacramento County, CA","06067","2022","2022","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",199,1584169,12.6
,"Sacramento County, CA","06067","2022","2022","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",19,1584169,Unreliable
,"Sacramento County, CA","06067","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",162,1584288,10.2
,"Sacramento County, CA","06067","2023 ","2023","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",164,1584288,10.4
,"Sacramento County, CA","06067","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",125,1584288,7.9
,"Sacramento County, CA","06067","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",60,1584288,3.8
,"Sacramento County, CA","06067","2023 ","2023","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",173,1584288,10.9
,"Sacramento County, CA","06067","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other opioids","T40.2",15,1584288,Unreliable
,"Sacramento County, CA","06067","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",177,1584288,11.2
,"Sacramento County, CA","06067","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Benzodiazepines","T42.4",17,1584288,Unreliable
,"Sacramento County, CA","06067","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",177,1584288,11.2
,"Sacramento County, CA","06067","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",274,1584288,17.3
,"San Benito County, CA","06069","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",11,68175,Unreliable
,"San Benito County, CA","06069","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",11,68175,Unreliable
,"San Benito County, CA","06069","2023 ","2023","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,68175,Unreliable
,"San Bernardino County, CA","06071","2018","2018","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",102,2171603,4.7
,"San Bernardino County, CA","06071","2018","2018","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",105,2171603,4.8
,"San Bernardino County, CA","06071","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Heroin","T40.1",19,2171603,Unreliable
,"San Bernardino County, CA","06071","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",21,2171603,1.0
,"San Bernardino County, CA","06071","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",21,2171603,1.0
,"San Bernardino County, CA","06071","2018","2018","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",64,2171603,2.9
,"San Bernardino County, CA","06071","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Heroin","T40.1",30,2171603,1.4
,"San Bernardino County, CA","06071","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",10,2171603,Unreliable
,"San Bernardino County, CA","06071","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",42,2171603,1.9
,"San Bernardino County, CA","06071","2018","2018","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",87,2171603,4.0
,"San Bernardino County, CA","06071","2018","2018","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",11,2171603,Unreliable
,"San Bernardino County, CA","06071","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",74,2180085,3.4
,"San Bernardino County, CA","06071","2019","2019","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",78,2180085,3.6
,"San Bernardino County, CA","06071","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Heroin","T40.1",21,2180085,1.0
,"San Bernardino County, CA","06071","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other opioids","T40.2",11,2180085,Unreliable
,"San Bernardino County, CA","06071","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",48,2180085,2.2
,"San Bernardino County, CA","06071","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",13,2180085,Unreliable
,"San Bernardino County, CA","06071","2019","2019","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",82,2180085,3.8
,"San Bernardino County, CA","06071","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Heroin","T40.1",13,2180085,Unreliable
,"San Bernardino County, CA","06071","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Other synthetic narcotics","T40.4",17,2180085,Unreliable
,"San Bernardino County, CA","06071","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Psychostimulants with abuse potential","T43.6",35,2180085,1.6
,"San Bernardino County, CA","06071","2019","2019","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",64,2180085,2.9
,"San Bernardino County, CA","06071","2019","2019","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64","Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X64",13,2180085,Unreliable
,"San Bernardino County, CA","06071","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Psychostimulants with abuse potential","T43.6",145,2189183,6.6
,"San Bernardino County, CA","06071","2020","2020","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",151,2189183,6.9
,"San Bernardino County, CA","06071","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Heroin","T40.1",20,2189183,0.9
,"San Bernardino County, CA","06071","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other opioids","T40.2",10,2189183,Unreliable
,"San Bernardino County, CA","06071","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Other synthetic narcotics","T40.4",158,2189183,7.2
,"San Bernardino County, CA","06071","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Cocaine","T40.5",32,2189183,1.5
,"San Bernardino County, CA","06071","2020","2020","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",185,2189183,8.5
,"San Bernardino County, CA","06071","2020","2020","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44","Heroin","T40.1",40,2189183,1.8
