"Notes","County","County Code","Year","Year Code","Multiple Cause of death","Multiple Cause of death Code","Underlying Cause of death","Underlying Cause of death Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
,"Sonoma County, CA","06097","2018","2018","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,499942,Unreliable,1.5,4.7,0.7,0.0%
,"Sonoma County, CA","06097","2018","2018","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",12,499942,Unreliable,1.2,4.2,0.7,0.0%
,"Sonoma County, CA","06097","2018","2018","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",22,499942,4.4,2.8,6.7,0.9,0.0%
,"Sonoma County, CA","06097","2019","2019","Heroin","T40.1","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,494336,Unreliable,1.1,4.0,0.7,0.0%
,"Sonoma County, CA","06097","2019","2019","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,494336,Unreliable,1.0,3.7,0.6,0.0%
,"Sonoma County, CA","06097","2019","2019","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",16,494336,Unreliable,1.9,5.3,0.8,0.0%
,"Sonoma County, CA","06097","2019","2019","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",26,494336,5.3,3.4,7.7,1.0,0.0%
,"Sonoma County, CA","06097","2019","2019","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",12,494336,Unreliable,1.3,4.2,0.7,0.0%
,"Sonoma County, CA","06097","2019","2019","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",24,494336,4.9,3.1,7.2,1.0,0.0%
,"Sonoma County, CA","06097","2020","2020","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",19,489819,Unreliable,2.3,6.1,0.9,0.0%
,"Sonoma County, CA","06097","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",39,489819,8.0,5.7,10.9,1.3,0.0%
,"Sonoma County, CA","06097","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",63,489819,12.9,9.9,16.5,1.6,0.1%
,"Sonoma County, CA","06097","2020","2020","Cocaine","T40.5","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,489819,Unreliable,1.0,3.8,0.6,0.0%
,"Sonoma County, CA","06097","2020","2020","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",26,489819,5.3,3.5,7.8,1.0,0.0%
,"Sonoma County, CA","06097","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",20,489819,4.1,2.5,6.3,0.9,0.0%
,"Sonoma County, CA","06097","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",49,489819,10.0,7.4,13.2,1.4,0.0%
,"Sonoma County, CA","06097","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",44,485887,9.1,6.6,12.2,1.4,0.0%
,"Sonoma County, CA","06097","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",64,485887,13.2,10.1,16.8,1.6,0.1%
,"Sonoma County, CA","06097","2021","2021","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,485887,Unreliable,1.3,4.3,0.7,0.0%
,"Sonoma County, CA","06097","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",19,485887,Unreliable,2.4,6.1,0.9,0.0%
,"Sonoma County, CA","06097","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",57,485887,11.7,8.9,15.2,1.6,0.1%
,"Sonoma County, CA","06097","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",30,482650,6.2,4.2,8.9,1.1,0.0%
,"Sonoma County, CA","06097","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",57,482650,11.8,8.9,15.3,1.6,0.1%
,"Sonoma County, CA","06097","2022","2022","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,482650,Unreliable,1.6,4.9,0.8,0.0%
,"Sonoma County, CA","06097","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",10,482650,Unreliable,1.0,3.8,0.7,0.0%
,"Sonoma County, CA","06097","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",53,482650,11.0,8.2,14.4,1.5,0.0%
,"Sonoma County, CA","06097","2023 ","2023","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",16,481812,Unreliable,1.9,5.4,0.8,0.0%
,"Sonoma County, CA","06097","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",24,481812,5.0,3.2,7.4,1.0,0.0%
,"Sonoma County, CA","06097","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",65,481812,13.5,10.4,17.2,1.7,0.1%
,"Sonoma County, CA","06097","2023 ","2023","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,481812,Unreliable,2.1,5.6,0.9,0.0%
,"Sonoma County, CA","06097","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",15,481812,Unreliable,1.7,5.1,0.8,0.0%
,"Sonoma County, CA","06097","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",51,481812,10.6,7.9,13.9,1.5,0.0%
,"Stanislaus County, CA","06099","2018","2018","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",23,549815,4.2,2.7,6.3,0.9,0.0%
,"Stanislaus County, CA","06099","2018","2018","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,549815,Unreliable,1.3,4.0,0.7,0.0%
,"Stanislaus County, CA","06099","2019","2019","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,550660,Unreliable,0.9,3.3,0.6,0.0%
,"Stanislaus County, CA","06099","2019","2019","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",17,550660,Unreliable,1.8,4.9,0.7,0.0%
,"Stanislaus County, CA","06099","2019","2019","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",17,550660,Unreliable,1.8,4.9,0.7,0.0%
,"Stanislaus County, CA","06099","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",23,550081,4.2,2.7,6.3,0.9,0.0%
,"Stanislaus County, CA","06099","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",34,550081,6.2,4.3,8.6,1.1,0.0%
,"Stanislaus County, CA","06099","2020","2020","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,550081,Unreliable,1.5,4.5,0.7,0.0%
,"Stanislaus County, CA","06099","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",25,550081,4.5,2.9,6.7,0.9,0.0%
,"Stanislaus County, CA","06099","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",34,550081,6.2,4.3,8.6,1.1,0.0%
,"Stanislaus County, CA","06099","2021","2021","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,552999,Unreliable,1.3,4.0,0.7,0.0%
,"Stanislaus County, CA","06099","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",33,552999,6.0,4.1,8.4,1.0,0.0%
,"Stanislaus County, CA","06099","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",49,552999,8.9,6.6,11.7,1.3,0.0%
,"Stanislaus County, CA","06099","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",29,552999,5.2,3.5,7.5,1.0,0.0%
,"Stanislaus County, CA","06099","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",54,552999,9.8,7.3,12.7,1.3,0.1%
,"Stanislaus County, CA","06099","2022","2022","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,551275,Unreliable,0.9,3.3,0.6,0.0%
,"Stanislaus County, CA","06099","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",54,551275,9.8,7.4,12.8,1.3,0.1%
,"Stanislaus County, CA","06099","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",61,551275,11.1,8.5,14.2,1.4,0.1%
,"Stanislaus County, CA","06099","2022","2022","Cocaine","T40.5","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,551275,Unreliable,1.0,3.6,0.6,0.0%
,"Stanislaus County, CA","06099","2022","2022","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,551275,Unreliable,1.1,3.8,0.6,0.0%
,"Stanislaus County, CA","06099","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",18,551275,Unreliable,1.9,5.2,0.8,0.0%
,"Stanislaus County, CA","06099","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",61,551275,11.1,8.5,14.2,1.4,0.1%
,"Stanislaus County, CA","06099","2023 ","2023","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,551430,Unreliable,1.4,4.3,0.7,0.0%
,"Stanislaus County, CA","06099","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",66,551430,12.0,9.3,15.2,1.5,0.1%
,"Stanislaus County, CA","06099","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",63,551430,11.4,8.8,14.6,1.4,0.1%
,"Stanislaus County, CA","06099","2023 ","2023","Cocaine","T40.5","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,551430,Unreliable,1.0,3.6,0.6,0.0%
,"Stanislaus County, CA","06099","2023 ","2023","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",14,551430,Unreliable,1.4,4.3,0.7,0.0%
,"Stanislaus County, CA","06099","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",29,551430,5.3,3.5,7.6,1.0,0.0%
,"Stanislaus County, CA","06099","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",60,551430,10.9,8.3,14.0,1.4,0.1%
,"Sutter County, CA","06101","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,99063,Unreliable,4.8,18.6,3.2,0.0%
,"Sutter County, CA","06101","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,99063,Unreliable,5.5,19.9,3.3,0.0%
,"Sutter County, CA","06101","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,98503,Unreliable,4.9,18.7,3.2,0.0%
,"Sutter County, CA","06101","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",12,98503,Unreliable,6.3,21.3,3.5,0.0%
,"Sutter County, CA","06101","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",13,98503,Unreliable,7.0,22.6,3.7,0.0%
,"Sutter County, CA","06101","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,97948,Unreliable,5.6,20.1,3.4,0.0%
,"Tehama County, CA","06103","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,65245,Unreliable,9.5,32.1,5.3,0.0%
,"Tehama County, CA","06103","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,65245,Unreliable,7.3,28.2,4.8,0.0%
,"Tehama County, CA","06103","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,64896,Unreliable,7.4,28.3,4.9,0.0%
,"Tehama County, CA","06103","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",12,64896,Unreliable,9.6,32.3,5.3,0.0%
,"Tehama County, CA","06103","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",11,64896,Unreliable,8.5,30.3,5.1,0.0%
,"Tulare County, CA","06107","2018","2018","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",21,465861,4.5,2.8,6.9,1.0,0.0%
,"Tulare County, CA","06107","2019","2019","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",17,466195,Unreliable,2.1,5.8,0.9,0.0%
,"Tulare County, CA","06107","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",19,468680,Unreliable,2.4,6.3,0.9,0.0%
,"Tulare County, CA","06107","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,468680,Unreliable,1.0,3.9,0.7,0.0%
,"Tulare County, CA","06107","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",25,468680,5.3,3.5,7.9,1.1,0.0%
,"Tulare County, CA","06107","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,468680,Unreliable,1.0,3.9,0.7,0.0%
,"Tulare County, CA","06107","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",26,477054,5.5,3.6,8.0,1.1,0.0%
,"Tulare County, CA","06107","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",24,477054,5.0,3.2,7.5,1.0,0.0%
,"Tulare County, CA","06107","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",27,477054,5.7,3.7,8.2,1.1,0.0%
,"Tulare County, CA","06107","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",25,477054,5.2,3.4,7.7,1.0,0.0%
,"Tulare County, CA","06107","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",20,477544,4.2,2.6,6.5,0.9,0.0%
,"Tulare County, CA","06107","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",25,477544,5.2,3.4,7.7,1.0,0.0%
,"Tulare County, CA","06107","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",41,477544,8.6,6.2,11.6,1.3,0.0%
,"Tulare County, CA","06107","2022","2022","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",27,477544,5.7,3.7,8.2,1.1,0.0%
,"Tulare County, CA","06107","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",23,479468,4.8,3.0,7.2,1.0,0.0%
,"Tulare County, CA","06107","2023 ","2023","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",35,479468,7.3,5.1,10.2,1.2,0.0%
,"Tulare County, CA","06107","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",37,479468,7.7,5.4,10.6,1.3,0.0%
,"Tulare County, CA","06107","2023 ","2023","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",34,479468,7.1,4.9,9.9,1.2,0.0%
,"Ventura County, CA","06111","2018","2018","Heroin","T40.1","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",32,850967,3.8,2.6,5.3,0.7,0.0%
,"Ventura County, CA","06111","2018","2018","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",32,850967,3.8,2.6,5.3,0.7,0.0%
,"Ventura County, CA","06111","2018","2018","Methadone","T40.3","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,850967,Unreliable,0.6,2.2,0.4,0.0%
,"Ventura County, CA","06111","2018","2018","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",13,850967,Unreliable,0.8,2.6,0.4,0.0%
,"Ventura County, CA","06111","2018","2018","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,850967,2.4,1.4,3.6,0.5,0.0%
,"Ventura County, CA","06111","2018","2018","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",35,850967,4.1,2.9,5.7,0.7,0.0%
,"Ventura County, CA","06111","2018","2018","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",21,850967,2.5,1.5,3.8,0.5,0.0%
,"Ventura County, CA","06111","2018","2018","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",37,850967,4.3,3.1,6.0,0.7,0.0%
,"Ventura County, CA","06111","2019","2019","Heroin","T40.1","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",15,846006,Unreliable,1.0,2.9,0.5,0.0%
,"Ventura County, CA","06111","2019","2019","Heroin","T40.1","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",25,846006,3.0,1.9,4.4,0.6,0.0%
,"Ventura County, CA","06111","2019","2019","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",24,846006,2.8,1.8,4.2,0.6,0.0%
,"Ventura County, CA","06111","2019","2019","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",15,846006,Unreliable,1.0,2.9,0.5,0.0%
,"Ventura County, CA","06111","2019","2019","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",24,846006,2.8,1.8,4.2,0.6,0.0%
,"Ventura County, CA","06111","2019","2019","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",18,846006,Unreliable,1.3,3.4,0.5,0.0%
,"Ventura County, CA","06111","2019","2019","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",22,846006,2.6,1.6,3.9,0.6,0.0%
,"Ventura County, CA","06111","2019","2019","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",31,846006,3.7,2.5,5.2,0.7,0.0%
,"Ventura County, CA","06111","2020","2020","Heroin","T40.1","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",24,841387,2.9,1.8,4.2,0.6,0.0%
,"Ventura County, CA","06111","2020","2020","Other opioids","T40.2","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",11,841387,Unreliable,0.7,2.3,0.4,0.0%
,"Ventura County, CA","06111","2020","2020","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",20,841387,2.4,1.5,3.7,0.5,0.0%
,"Ventura County, CA","06111","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",38,841387,4.5,3.2,6.2,0.7,0.0%
,"Ventura County, CA","06111","2020","2020","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",49,841387,5.8,4.3,7.7,0.8,0.0%
,"Ventura County, CA","06111","2020","2020","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",38,841387,4.5,3.2,6.2,0.7,0.0%
,"Ventura County, CA","06111","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",22,841387,2.6,1.6,4.0,0.6,0.0%
,"Ventura County, CA","06111","2020","2020","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",46,841387,5.5,4.0,7.3,0.8,0.0%
,"Ventura County, CA","06111","2021","2021","Heroin","T40.1","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",10,839784,Unreliable,0.6,2.2,0.4,0.0%
,"Ventura County, CA","06111","2021","2021","Heroin","T40.1","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",10,839784,Unreliable,0.6,2.2,0.4,0.0%
,"Ventura County, CA","06111","2021","2021","Other opioids","T40.2","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",15,839784,Unreliable,1.0,2.9,0.5,0.0%
,"Ventura County, CA","06111","2021","2021","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",23,839784,2.7,1.7,4.1,0.6,0.0%
,"Ventura County, CA","06111","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",79,839784,9.4,7.4,11.7,1.1,0.1%
,"Ventura County, CA","06111","2021","2021","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",97,839784,11.6,9.4,14.1,1.2,0.1%
,"Ventura County, CA","06111","2021","2021","Cocaine","T40.5","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",12,839784,Unreliable,0.7,2.5,0.4,0.0%
,"Ventura County, CA","06111","2021","2021","Cocaine","T40.5","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",12,839784,Unreliable,0.7,2.5,0.4,0.0%
,"Ventura County, CA","06111","2021","2021","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",41,839784,4.9,3.5,6.6,0.8,0.0%
,"Ventura County, CA","06111","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified","X41",24,839784,2.9,1.8,4.3,0.6,0.0%
,"Ventura County, CA","06111","2021","2021","Psychostimulants with abuse potential","T43.6","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",70,839784,8.3,6.5,10.5,1.0,0.1%
,"Ventura County, CA","06111","2022","2022","Other opioids","T40.2","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",15,832605,Unreliable,1.0,3.0,0.5,0.0%
,"Ventura County, CA","06111","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified","X42",67,832605,8.0,6.2,10.2,1.0,0.1%
,"Ventura County, CA","06111","2022","2022","Other synthetic narcotics","T40.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",101,832605,12.1,9.8,14.5,1.2,0.1%
,"Ventura County, CA","06111","2022","2022","Benzodiazepines","T42.4","Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances","X44",33,832605,4.0,2.7,5.6,0.7,0.0%
